Author,Datetime,Title,Content
sarah13b,2021-11-25T16:45+00:00,Help needed,"Hi my name is Sarah, I'm 46 and I'm really struggling. I don't feel like my body is my own ☹ Symptoms seem to be Left sided shoulder pain that radiates to elbow Rapid heartbeat A ringing noise in my ears where it feels like I'm underwater this last less than a minute Thickening of skin on my left breast (this has been checked with a mammogram and ultrasound all clear) Breast consultant said this was my new normal Change to my voice - sometimes deeper and croaky Various aches in elbows and knees Spots lots of spots I also seem to manifest every symptom into something sinister mainly cancer (I am currently having CBT for health anxiety) I have a coil so no idea about periods My big question is - is it normal to have all the symptoms on only one side of my body?? They all seem to be on the left and will I ever feel like me again Can all these things be just down to the menopause? Thanks for reading Sarah"
tam08318,2021-12-07T11:32+00:00,Sticky muscles,Hi Ladies Does anyone experience the feeling like their muscles are sticking? So weird!!!
notsure47790,2021-11-19T03:24+00:00,Weird head and eyes,"Hi everyone, I am not sure this has to do with peri or hormones but wanted to see if someone finds this familiar. I have suffered now for the second time- for over a week and it is still going this time! I get this weird, lightheaded, almost drunk feeling ( I don't drink). My eyes are super tired and although I see I am having trouble focusing and have to frequently close my eyes and refocus. I have light sensitivity and not sure I see correctly. Sometimes I have a feeling of dissociation, it is hard to concentrate too. This is all day long, even after 8 hours of sleep. I feel my heart beat in my neck and head. Yesterday I wanted to cry because I cannot stand this anymore! Any thoughts and ideas will be appreciated."
c14889,2021-12-02T16:03+00:00,FSH numbers,I have been testing my hormone levels through my doctor for several years now. I just looked back at last year's and this years. My FSH has gone from 8.7 to 14.6 in one year. Isn't 16 the marker for being in menopause?
toria_07298,2021-11-29T21:42+00:00,"OCD in overdrive, just finished wrapping all my Christmas presents","except my partners haha, how is everyone? xx"
ampat1,2018-09-01T00:23+00:00,"Perimenopause anxiety, palpitations, TMJ flare up","Hello wonderful ladies, so glad I've found this forum. I'm 39, perimenopause symptoms started about 6months ago, it all started out of blue, anxiety, panic attacks, tinnitus and now my TMJ pain is back. I'm on low dose birth control which helps my anxiety but I don't feel my normal self. My worst symptom is TMJ.. Is anyone else having TMJ issues? Is it part of perimenopause symptoms ??"
megan41226,2021-10-07T22:10+00:00,Perimenopause and intrusive thoughts… Am I going crazy?,"I have recently been told that i am in perimenopause and I too have horrible overwhelming thoughts... they get stuck there all day. I have Anxiety, OCD, and PTSD. I am about to start BHRT progesterone. The medicine Ive used for years sent me into panic and no sleep. I am a mess and hanging on trying to survive this new phase but am constantly struggling. Therapy helps and is a godsend. My PTSD has resurfaced from my past. My OCD specialist is an angel, however I'm so scared to try other meds cause the last 2 made it worse. This perihellopause is awful. I've litterally lost myself and want me back. Any words of wisdom is appreciated or dimialr stories as I'm not the only one."
janet78526,2021-12-03T20:09+00:00,Rib Pain peri-menopausal?,Does anyone know if chronic rib pain is linked to the menopause? its like a dull ache all the way around the rib cage that comes and goes? feels like i can't catch my breath properly.
joan92570,2018-03-17T14:01+00:00,I to suffer from Burning Mouth Sydrome,"Hi, my name is Joan and I to suffer from BMS.  First of all for the first time I feel like I am not alone in this.  I have been to many doctors and they just do not understand and keep trying different medications and of course nothing worked.  I stopped going to see the doctors because they really don't know. Not one suggected that it could be postmenopause. I have been suffering now for about 5 years now, its so hard to remember because it creeps up without you without really realizing it.  I though it was part of my acid reflex.  The best thing to do is your own research.  When I found this sight everything made so much more sence to me.  I'm not alone anymore.  That makes such a difference for me, that I'm not crazy. BMS excists.  Thank you all for sharing your BMS, hopefully we can get more people to join our conversation and help one another. Mornings don't feel as bad as the rest of the day.  It starts burning in the afternoon and just gets worse from there.  Some early evenings it gets so bad that I will take a sleeping pill and just go to bed. Not sure why they say alcohol dosn't help because sometimes a glass or two of wine I feel it can calm me down a bit.  Maybe stress has a little part of it aswell or it just takes my mind of the pain.  Anyway, hope to hear from someone and share our stories and not feel alone."
kim93615,2021-12-02T04:54+00:00,Ladies help,"Hi, ladies ladies my Dr told me that I am postmenopausal I am going many symptoms. I lost weight in the beginning when I start going through perimenopause now that I am postmenopausal I am losing weight again. I am going panic attack like shortness of the breath I went through this in the beginning to having arm pain. I also having neck pain sometimes having bloated symptoms always burping. ladies this is hell does anxiety cause panic attacks some of these symptoms I feel like when night fall. ladies help me out please."
Pyth1,2021-12-03T10:09+00:00,Evorel Sequi - progesterone questions - advice please,On several meds including the pop pill plus hrt (evorel sequi) - doctor said that was ok?! Did anyone feel the dip at the end of the progesterone patches? I appear to be in a cycle of that at the moment. Also is there anyone who is taking diazepam and feeling they are acting together? I read the other day they affect the same gaba receptors. I would like to stop the HRT as the doctor only gave it for low mood and no other reason but a bit apprehensive. Appreciate all feedback and help.
sarah13b,2021-12-01T16:53+00:00,New breast pain,"Hi Ladies, Do any of you randomly get new breast pains? I had a mammogram in February which was clear and compared to a previous one and no changes noted. Yesterday without warning i brushed my right nipple and it really hurt, now it hurts inside my nipple and all down the outer side but only when pressed or touched!! I cant feel anything unusual so could this just be yet another symptom of perimenopause I'm so fed up"
