Author,Datetime,Title,Content
Nettie261962,2018-08-27T03:11+00:00,Eyes Feel Funny in Menopause,Anyone have trouble with their eyes in menopause?  Mine feel like there’s a lot of pressure behind them and when I turn my head to look across the room or look down or up I feel oozy.  My depth perception is off a lot as well.   I would appreciate any info from anyone on this and what you do to help it and does it ever settle down.   Saw all kinds of docs and all say everything is okay.  So frustrating.
beth1873,2018-08-28T03:41+00:00,Excessive oil production,"Was wondering if any of you lovely ladies have had excessive oil production? I have always had an oily face, but since I was flung involuntarily into this circus of perimenopause I have found my face is excessively oily. Anybody know if this is natural? Nothing I do works! And of course I have acne on top of it all too, at 45!🙄 I go to the dermatologist for that. I find that about every month I find a lovely new symptom of peri...like excessive gas, that's great fun...but the belching clearance it right up. The most recent one was a period out of nowhere after being a dragon for a whole day (worse then normal). Then a few days in between. Then 3 days of a period. Then a few days in between and then hey why not? 4 days of spotting! YAY me! 🙆??? You ladies are a big help and so glad I found this site! 🤟"
lori93950,2018-08-27T23:33+00:00,Are hormone creams better than the patches,My eyes are filling up whilst writing this .... can’t take anymore so fed up . Tried the creams to begin with but I guess it was a low dose so didn’t work then the combo patch then estrogen only patch ... the patches helped with some of the fatigue but I didn’t feel like myself ... at all! They helped just get me through the day though.but Major depression . now going to go back to the creams but will do 2 clicks instead of one . Has anybody else tried both ?
HopeAgain,2018-08-28T01:14+00:00,Pellet Users: Several Different Questions,"I tried the gel, patches, Evamist, oral pills, and nothing seemed to work very well for me. Finally 2.5 weeks ago I had pellets inserted. I had 20 estrogen and 87 testosterone pellets inserted. I am also using 100 mg of Prometrium at night. They also started me on 60 mg of thyroid meds. Before I started my estrogen was 8, progesterone was .1, testosterone total was 15, and testosterone free was 1.5. All very low. Here I am at 2.5 weeks with lots of questions. 1. What is your dose of pellets? Did you start with low estrogen pellets assuming some of the testosterone would convert to estrogen? 2. How long until you felt the FULL effects? 3. What are your estrogen and testosterone levels running now? If you state your levels please state your pellet dosage.  I am seeing some improvement at 2.5 weeks such as better sleep, less hungry, libido better. My main problems are still EXHAUSTION! I feel so tired and out of it. My face also has thick rashes that ooze.  Any help would be appreciated! They are running all labs again in 10 days to see where I am."
Madracquel,2018-08-28T02:51+00:00,Zig zag lines in vision,I have been having zig zag lines in my vision for a few years and they come in spurts!  I sometimes get headaches afterwards but not always.  Lately I am very forgetful as well.  Is this also due to menopause?
lori93950,2018-08-22T20:24+00:00,On estrogen patch and feel so damn depressed ! Thought it was the ‘feel good’ hormone?,How do we know what’s making us depressed ? Been on estrogen patch now about 2 months and although it’s helped with ‘some’ of the fatigue and dizziness I’m still ALWAYS tired and wake up soooooo depressed .  I thought it was the progesterone that made you down so the dr took me off it ... I thought estrogen was the ‘feel good hormone ? I have had one or two days around my period ( which has now come back due to the patch ) where I felt great but one day a month does not make a happy person !
2chr2015,2018-08-26T21:57+00:00,Traveling out of town and anxiety,"Every time I have to go out of town for a birthday, wedding, funeral, vacation, etc.  my anxiety gets really bad.  Especially health anxiety.  I’m just wondering if this happens to anyone else or if anyone has thoughts on why?  Unfortunately for me we have to travel a lot!"
mary_ffw,2018-08-27T19:02+00:00,Headache for two weeks,I have had a headache for the past two weeks...not constant but it's there every day... hurts eyes too...anyone else experiencing this during periods..also lots of bruising on legs..
sonya87558,2018-08-27T15:47+00:00,Just started 3rd period this month!,"This month, I’ve had two heavy periods lasting about 10 days each.  I had a two day respite and am bleeding again today.  I’m 48, never had children and my periods have been normal until perimenopause, where I’ve occasionally had 2 periods in a month but not often.  I know to expect lots of changes, especially irregular periods but is 3 periods a month anything to worry about? Thanks for any advice."
karen60759,2018-08-26T07:10+00:00,Has anyone experienced this type of insomnia in peri menopause - will it pass??,"Hi ladies, so I had a lovely 10 days of feeling normal, and then bam wake up on Thursday and symptoms are back 😞, I just find it amazing how you can have a really good day and then it can turn so quickly...the thing I’m noticing now is that I fall asleep easily - sooo tired, then wake up a 3am and just have nausea and anxiety and can’t sleep at all - has anyone gone through this ? Starting to feel the burning under my skin as well, just so hard to cope. I always have diahreah as well, so dr advised I give a stool sample, and since they have called and left a message saying I need to have a gi exam, so they must have found something, so now I’m worrying it’s soenthing else as I’ve not been able to reach them over the weekend x"
barb15093,2017-01-25T00:13+00:00,OK I haven't had a period in 4+ years and my Hormones and estrogen are making me immortal,My Doctor will give me Nothing.... I feel like I'm 90
